x-coordinate,Vy
0.929,9.71136999564568
0.93,9.707298458615943
0.931,9.703226921586207
0.932,9.699155384556471
0.933,9.695083847526735
0.934,9.691012310497
0.935,9.686940773467263
0.936,9.682869236437528
0.937,9.678797699407792
0.9380000000000001,9.674726162378056
0.9390000000000001,9.67065462534832
0.9400000000000001,9.666583088318584
0.9410000000000001,9.662511551288848
0.9420000000000001,9.658440014259112
0.9430000000000001,9.654368477229376
0.9440000000000001,9.65029694019964
0.9450000000000001,9.646225403169904
0.9460000000000001,9.642153866140168
0.9470000000000001,9.638082329110432
0.9480000000000001,9.634010792080696
0.9490000000000001,9.62993925505096
0.9500000000000001,9.625867718021224
0.9510000000000001,9.621796180991488
0.9520000000000001,9.617724643961752
0.9530000000000001,9.613653106932016
0.9540000000000001,9.60958156990228
0.9550000000000001,9.605510032872544
0.9560000000000001,9.601438495842809
0.9570000000000001,9.597366958813073
0.9580000000000001,9.593295421783337
0.9590000000000001,9.5892238847536
0.96,9.585152347723865
0.961,9.581080810694129
0.962,9.577009273664393
0.963,9.572937736634657
0.964,9.568866199604921
0.965,9.564794662575185
0.966,9.560723125545449
0.967,9.556651588515713
0.968,9.552580051485977
0.969,9.548508514456241
0.97,9.544436977426505
0.971,9.54036544039677
0.972,9.536293903367033
0.973,9.532222366337297
0.974,9.528150829307561
0.975,9.524079292277825
0.976,9.52000775524809
0.977,9.515936218218354
0.978,9.511864681188618
0.979,9.507793144158882
0.98,9.503721607129146
0.981,9.49965007009941
0.982,9.495578533069674
0.983,9.491506996039938
0.984,9.487435459010202
0.985,9.483363921980466
0.986,9.47929238495073
0.987,9.475220847920994
0.988,9.471149310891258
0.989,9.467077773861522
0.99,9.463006236831786
0.991,9.45893469980205
0.992,9.454863162772314
0.993,9.450791625742578
0.994,9.446720088712842
0.995,9.442648551683106
0.996,9.43857701465337
0.997,9.434505477623635
0.998,9.430433940593899
0.999,9.426362403564163
1.0,9.422290866534427
1.0010000000000001,9.41821932950469
1.002,9.414147792474955
1.0030000000000001,9.410076255445219
1.004,9.406004718415483
1.0050000000000001,9.401933181385747
1.006,9.397861644356011
1.0070000000000001,9.393790107326275
1.008,9.38971857029654
1.0090000000000001,9.385647033266803
1.01,9.381575496237067
1.0110000000000001,9.377503959207331
1.012,9.373432422177595
1.0130000000000001,9.36936088514786
1.014,9.365289348118123
1.0150000000000001,9.361217811088387
1.016,9.357146274058652
1.0170000000000001,9.353074737028916
1.018,9.34900319999918
1.0190000000000001,9.344931662969444
1.02,9.340860125939708
1.0210000000000001,9.336788588909972
1.022,9.332717051880236
1.0230000000000001,9.3286455148505
1.024,9.324573977820764
1.025,9.320502440791028
1.026,9.316430903761292
1.027,9.312359366731556
1.028,9.30828782970182
1.029,9.304216292672084
1.03,9.300144755642348
1.031,9.296073218612612
1.032,9.292001681582876
1.033,9.28793014455314
1.034,9.283858607523404
1.035,9.279787070493668
1.036,9.275715533463933
1.037,9.271643996434197
1.038,9.26757245940446
1.039,9.263500922374725
1.04,9.259429385344989
1.041,9.255357848315253
1.042,9.251286311285517
1.043,9.24721477425578
1.044,9.243143237226045
1.045,9.239071700196309
1.046,9.235000163166573
1.047,9.230928626136837
1.048,9.226857089107101
1.049,9.222785552077365
1.05,9.21871401504763
1.051,9.214642478017893
1.052,9.210570940988157
1.053,9.206499403958421
1.054,9.202427866928685
1.055,9.19835632989895
1.056,9.194284792869214
1.057,9.190213255839478
1.058,9.186141718809742
1.059,9.182070181780006
1.06,9.17799864475027
1.061,9.173927107720534
1.062,9.169855570690798
1.063,9.165784033661062
1.064,9.161712496631326
1.065,9.15764095960159
1.066,9.153569422571854
1.067,9.149497885542118
1.068,9.145426348512382
1.069,9.141354811482646
1.07,9.13728327445291
1.071,9.133211737423174
1.072,9.129140200393438
1.073,9.125068663363702
1.074,9.120997126333966
1.075,9.11692558930423
1.076,9.112854052274495
1.077,9.108782515244759
1.078,9.104710978215023
1.079,9.100639441185287
1.08,9.09656790415555
1.081,9.092496367125815
1.082,9.088424830096079
1.083,9.084353293066343
1.084,9.080281756036607
1.085,9.076210219006871
1.086,9.072138681977135
1.087,9.068067144947399
1.088,9.063995607917663
1.089,9.059924070887927
1.09,9.055852533858191
1.091,9.051780996828455
1.092,9.04770945979872
1.093,9.043637922768983
1.094,9.039566385739247
1.095,9.035494848709511
1.096,9.031423311679776
1.097,9.02735177465004
1.098,9.023280237620304
1.099,9.019208700590568
1.1,9.015137163560832
1.101,9.011065626531096
1.102,9.00699408950136
1.103,9.002922552471624
1.104,8.998851015441888
1.105,8.994779478412152
1.106,8.990707941382416
1.107,8.98663640435268
1.108,8.982564867322944
1.109,8.978493330293208
1.11,8.974421793263472
1.111,8.970350256233736
1.112,8.966278719204
1.113,8.962207182174264
1.114,8.958135645144528
1.115,8.954064108114792
1.116,8.949992571085057
1.117,8.94592103405532
1.118,8.941849497025585
1.119,8.937777959995849
1.12,8.933706422966113
1.121,8.929634885936377
1.122,8.92556334890664
1.123,8.921491811876905
1.124,8.917420274847169
1.125,8.913348737817433
1.1260000000000001,8.909277200787697
1.127,8.905205663757961
1.1280000000000001,8.901134126728225
1.129,8.89706258969849
1.1300000000000001,8.892991052668753
1.131,8.888919515639017
1.1320000000000001,8.884847978609281
1.133,8.880776441579545
1.1340000000000001,8.87670490454981
1.135,8.872633367520073
1.1360000000000001,8.868561830490338
1.137,8.864490293460602
1.1380000000000001,8.860418756430866
1.139,8.85634721940113
1.1400000000000001,8.852275682371394
1.141,50.26027568237139
1.141,50.256204145341655
1.1420000000000001,50.25213260831192
1.143,50.24806107128218
1.1440000000000001,50.24398953425244
1.145,50.239917997222705
1.1460000000000001,50.23584646019297
1.147,50.23177492316323
1.1480000000000001,50.22770338613349
1.149,50.223631849103754
1.1500000000000001,50.219560312074016
1.151,50.21548877504428
1.1520000000000001,50.21141723801454
1.153,50.2073457009848
1.154,50.203274163955065
1.155,50.19920262692533
1.156,50.19513108989559
1.157,50.19105955286585
1.158,50.186988015836114
1.159,50.182916478806376
1.16,50.17884494177664
1.161,50.1747734047469
1.162,50.17070186771716
1.163,50.166630330687425
1.164,50.16255879365769
1.165,50.15848725662795
1.166,50.15441571959821
1.167,50.150344182568475
1.168,50.14627264553874
1.169,50.142201108509
1.17,50.13812957147926
1.171,50.134058034449524
1.172,50.129986497419786
1.173,50.12591496039005
1.174,50.12184342336031
1.175,50.11777188633057
1.176,50.113700349300835
1.177,50.1096288122711
1.178,50.10555727524136
1.179,50.10148573821162
1.18,50.097414201181884
1.181,50.093342664152146
1.182,50.08927112712241
1.183,50.08519959009267
1.184,50.08112805306293
1.185,50.077056516033196
1.186,50.07298497900346
1.187,50.06891344197372
1.188,50.06484190494398
1.189,50.060770367914245
1.19,50.05669883088451
1.191,50.05262729385477
1.192,50.04855575682503
1.193,50.044484219795294
1.194,50.040412682765556
1.195,50.03634114573582
1.196,50.03226960870608
1.197,50.02819807167634
1.198,50.024126534646605
1.199,50.02005499761687
1.2,50.01598346058713
1.201,50.01191192355739
1.202,50.007840386527654
1.203,50.00376884949792
1.204,49.99969731246818
1.205,49.99562577543844
1.206,49.9915542384087
1.207,49.987482701378966
1.208,49.98341116434923
1.209,49.97933962731949
1.21,49.97526809028975
1.211,49.971196553260015
1.212,49.96712501623028
1.213,49.96305347920054
1.214,49.9589819421708
1.215,49.954910405141064
1.216,49.950838868111326
1.217,49.94676733108159
1.218,49.94269579405185
1.219,49.93862425702211
1.22,49.934552719992375
1.221,49.93048118296264
1.222,49.9264096459329
1.223,49.92233810890316
1.224,49.918266571873424
1.225,49.91419503484369
1.226,49.91012349781395
1.227,49.90605196078421
1.228,49.90198042375447
1.229,49.897908886724736
1.23,49.893837349695
1.231,49.88976581266526
1.232,49.88569427563552
1.233,49.881622738605785
1.234,49.87755120157605
1.235,49.87347966454631
1.236,49.86940812751657
1.237,49.865336590486834
1.238,49.861265053457096
1.239,49.85719351642736
1.24,49.85312197939762
1.241,49.84905044236788
1.242,49.844978905338145
1.243,49.84090736830841
1.244,49.83683583127867
1.245,49.83276429424893
1.246,49.828692757219194
1.247,49.82462122018946
1.248,49.82054968315972
1.249,49.81647814612998
1.25,49.81240660910024
1.2510000000000001,49.808335072070506
1.252,49.80426353504077
1.2530000000000001,49.80019199801103
1.254,49.79612046098129
1.2550000000000001,49.792048923951555
1.256,49.78797738692182
1.2570000000000001,49.78390584989208
1.258,49.77983431286234
1.2590000000000001,49.775762775832604
1.26,49.771691238802866
1.2610000000000001,49.76761970177313
1.262,49.76354816474339
1.2630000000000001,49.75947662771365
1.264,49.755405090683915
1.2650000000000001,49.75133355365418
1.266,49.74726201662444
1.2670000000000001,49.7431904795947
1.268,49.739118942564964
1.2690000000000001,49.73504740553523
1.27,49.73097586850549
1.2710000000000001,49.72690433147575
1.272,49.72283279444601
1.2730000000000001,49.718761257416276
1.274,49.71468972038654
1.2750000000000001,49.7106181833568
1.276,49.70654664632706
1.2770000000000001,49.702475109297325
1.278,49.69840357226759
1.2790000000000001,49.69433203523785
1.28,49.69026049820811
1.281,26.40277821370811
1.281,26.398706676678376
1.282,26.394635139648642
1.283,26.390563602618908
1.284,26.386492065589174
1.285,26.38242052855944
1.286,26.378348991529705
1.287,26.37427745449997
1.288,26.370205917470237
1.289,26.366134380440503
1.29,26.36206284341077
1.291,26.357991306381034
1.292,26.3539197693513
1.293,26.349848232321566
1.294,26.345776695291832
1.295,26.341705158262098
1.296,26.337633621232364
1.297,26.33356208420263
1.298,26.329490547172895
1.299,26.32541901014316
1.3,26.321347473113427
1.301,26.317275936083693
1.302,26.31320439905396
1.303,26.309132862024224
1.304,26.30506132499449
1.305,26.300989787964756
1.306,26.296918250935022
1.307,26.292846713905288
1.308,26.288775176875554
1.309,26.28470363984582
1.31,26.280632102816085
1.311,26.27656056578635
1.312,26.272489028756617
1.313,26.268417491726883
1.314,26.26434595469715
1.315,26.260274417667414
1.316,26.25620288063768
1.317,26.252131343607946
1.318,26.248059806578212
1.319,26.243988269548478
1.32,26.239916732518743
1.321,26.23584519548901
1.322,26.231773658459275
1.323,26.22770212142954
1.324,26.223630584399807
1.325,26.219559047370073
1.326,26.21548751034034
1.327,26.211415973310604
1.328,26.20734443628087
1.329,26.203272899251136
1.33,26.1992013622214
1.331,26.195129825191668
1.332,26.191058288161933
1.333,26.1869867511322
1.334,26.182915214102465
1.335,26.17884367707273
1.336,26.174772140042997
1.337,26.170700603013263
1.338,26.16662906598353
1.339,26.162557528953794
1.34,26.15848599192406
1.341,26.154414454894326
1.342,26.15034291786459
1.343,26.146271380834857
1.344,26.142199843805123
1.345,26.13812830677539
1.346,26.134056769745655
1.347,26.12998523271592
1.348,26.125913695686187
1.349,26.121842158656452
1.35,26.11777062162672
1.351,26.113699084596984
1.352,26.10962754756725
1.353,26.105556010537516
1.354,26.10148447350778
1.355,26.097412936478047
1.356,26.093341399448313
1.357,26.08926986241858
1.358,26.085198325388845
1.359,26.08112678835911
1.36,26.077055251329377
1.361,26.072983714299642
1.362,26.068912177269908
1.363,26.064840640240174
1.364,26.06076910321044
1.365,26.056697566180706
1.366,26.05262602915097
1.367,26.048554492121237
1.368,26.044482955091503
1.369,26.04041141806177
1.37,26.036339881032035
1.371,26.0322683440023
1.372,26.028196806972566
1.373,26.024125269942832
1.374,26.020053732913098
1.375,26.015982195883364
1.3760000000000001,26.01191065885363
1.377,26.007839121823896
1.3780000000000001,26.00376758479416
1.379,25.999696047764427
1.3800000000000001,25.995624510734693
1.381,25.99155297370496
1.3820000000000001,25.987481436675225
1.383,25.98340989964549
1.3840000000000001,25.979338362615756
1.385,25.975266825586022
1.3860000000000001,25.971195288556288
1.387,25.967123751526554
1.3880000000000001,25.96305221449682
1.389,25.958980677467085
1.3900000000000001,25.95490914043735
1.391,25.950837603407617
1.3920000000000001,25.946766066377883
1.393,25.94269452934815
1.3940000000000001,25.938622992318415
1.395,25.93455145528868
1.3960000000000001,25.930479918258946
1.397,25.926408381229212
1.3980000000000001,25.922336844199478
1.399,25.918265307169744
1.4000000000000001,25.91419377014001
1.401,25.910122233110275
1.4020000000000001,25.90605069608054
1.403,25.901979159050807
1.4040000000000001,25.897907622021073
1.405,25.89383608499134
1.4060000000000001,25.889764547961605
1.407,25.88569301093187
1.408,25.881621473902136
1.409,25.877549936872402
1.41,25.873478399842668
1.411,25.869406862812934
1.412,25.8653353257832
1.413,25.861263788753465
1.414,25.85719225172373
1.415,25.853120714693997
1.416,25.849049177664263
1.417,25.84497764063453
1.418,25.840906103604794
1.419,25.83683456657506
1.42,25.832763029545326
1.4209999999999998,-14.365871131013073
1.421,-14.369942668042809
1.422,-14.374014205072545
1.423,-14.37808574210228
1.424,-14.382157279132016
1.425,-14.386228816161752
1.426,-14.390300353191488
1.427,-14.394371890221224
1.428,-14.39844342725096
1.429,-14.402514964280696
1.43,-14.406586501310432
1.431,-14.410658038340168
1.432,-14.414729575369904
1.433,-14.41880111239964
1.434,-14.422872649429376
1.435,-14.426944186459112
1.436,-14.431015723488848
1.437,-14.435087260518584
1.438,-14.43915879754832
1.439,-14.443230334578056
1.44,-14.447301871607792
1.441,-14.451373408637528
1.442,-14.455444945667264
1.443,-14.459516482697
1.444,-14.463588019726735
1.445,-14.467659556756471
1.446,-14.471731093786207
1.447,-14.475802630815943
1.448,-14.47987416784568
1.449,-14.483945704875415
1.45,-14.488017241905151
1.451,-14.492088778934887
1.452,-14.496160315964623
1.453,-14.500231852994359
1.454,-14.504303390024095
1.455,-14.508374927053831
1.456,-14.512446464083567
1.457,-14.516518001113303
1.458,-14.520589538143039
1.459,-14.524661075172775
1.46,-14.52873261220251
1.461,-14.532804149232247
1.462,-14.536875686261983
1.463,-14.540947223291719
1.464,-14.545018760321454
1.465,-14.54909029735119
1.466,-14.553161834380926
1.467,-14.557233371410662
1.468,-14.561304908440398
1.469,-14.565376445470134
1.47,-14.56944798249987
1.471,-14.573519519529606
1.472,-14.577591056559342
1.473,-14.581662593589078
1.474,-14.585734130618814
1.475,-14.58980566764855
1.476,-14.593877204678286
1.477,-14.597948741708022
1.478,-14.602020278737758
1.479,-14.606091815767494
1.48,-14.61016335279723
1.481,-14.614234889826966
1.482,-14.618306426856702
1.483,-14.622377963886438
1.484,-14.626449500916173
1.485,-14.63052103794591
1.486,-14.634592574975645
1.487,-14.638664112005381
1.488,-14.642735649035117
1.489,-14.646807186064853
1.49,-14.65087872309459
1.491,-14.654950260124325
1.492,-14.659021797154061
1.493,-14.663093334183797
1.494,-14.667164871213533
1.495,-14.671236408243269
1.496,-14.675307945273005
1.497,-14.67937948230274
1.498,-14.683451019332477
1.499,-14.687522556362213
1.5,-14.691594093391949
1.5010000000000001,-14.695665630421685
1.502,-14.69973716745142
1.5030000000000001,-14.703808704481157
1.504,-14.707880241510892
1.5050000000000001,-14.711951778540628
1.506,-14.716023315570364
1.5070000000000001,-14.7200948526001
1.508,-14.724166389629836
1.5090000000000001,-14.728237926659572
1.51,-14.732309463689308
1.5110000000000001,-14.736381000719044
1.512,-14.74045253774878
1.5130000000000001,-14.744524074778516
1.514,-14.748595611808252
1.5150000000000001,-14.752667148837988
1.516,-14.756738685867724
1.5170000000000001,-14.76081022289746
1.518,-14.764881759927196
1.5190000000000001,-14.768953296956932
1.52,-14.773024833986668
1.5210000000000001,-14.777096371016404
1.522,-14.78116790804614
1.5230000000000001,-14.785239445075876
1.524,-14.789310982105611
1.5250000000000001,-14.793382519135347
1.526,-14.797454056165083
1.5270000000000001,-14.80152559319482
1.528,-14.805597130224555
1.5290000000000001,-14.809668667254291
1.53,-14.813740204284027
1.5310000000000001,-14.817811741313763
1.532,-14.821883278343499
1.5330000000000001,-14.825954815373235
1.534,-14.830026352402971
1.5350000000000001,-14.834097889432707
1.536,-14.838169426462443
1.537,-14.842240963492179
1.538,-14.846312500521915
1.539,-14.85038403755165
1.54,-14.854455574581387
1.541,-14.858527111611123
1.542,-14.862598648640859
1.543,-14.866670185670595
1.544,-14.87074172270033
1.545,-14.874813259730066
1.546,-14.878884796759802
1.547,-14.882956333789538
1.548,-14.887027870819274
1.549,-14.89109940784901
1.55,-14.895170944878746
1.551,-14.899242481908482
1.552,-14.903314018938218
1.553,-14.907385555967954
1.554,-14.91145709299769
1.555,-14.915528630027426
1.556,-14.919600167057162
1.557,-14.923671704086898
1.558,-14.927743241116634
1.559,-14.93181477814637
1.56,-14.935886315176106
1.561,-14.939957852205842
1.562,-14.944029389235578
1.563,-14.948100926265314
1.564,-14.95217246329505
1.565,-14.956244000324785
1.566,-14.960315537354521
1.567,-14.964387074384257
1.568,-14.968458611413993
1.569,-14.97253014844373
1.57,-14.976601685473465
1.571,-14.980673222503201
1.572,-14.984744759532937
1.573,-14.988816296562673
1.574,-14.992887833592409
1.575,-14.996959370622145
1.576,-15.00103090765188
1.577,-15.005102444681617
1.578,-15.009173981711353
1.579,-15.013245518741089
1.58,-15.017317055770825
1.581,-15.02138859280056
1.582,-15.025460129830297
1.583,-15.029531666860033
1.584,-15.033603203889768
1.585,-15.037674740919504
1.586,-15.04174627794924
1.587,-15.045817814978976
1.588,-15.049889352008712
1.589,-15.053960889038448
1.59,-15.058032426068184
1.591,-15.06210396309792
1.592,-15.066175500127656
1.593,-15.070247037157392
1.594,-15.074318574187128
1.595,-15.078390111216864
1.596,-15.0824616482466
1.597,-15.086533185276336
1.598,-15.090604722306072
1.599,-15.094676259335808
1.6,-15.098747796365544
1.601,-15.10281933339528
1.602,-15.106890870425016
1.603,-15.110962407454751
1.604,-15.115033944484487
1.605,-15.119105481514223
1.606,-15.12317701854396
1.607,-15.127248555573695
1.608,-15.131320092603431
1.609,-15.135391629633167
1.61,-15.139463166662903
1.611,-15.143534703692639
1.612,-15.147606240722375
1.613,-15.151677777752111
1.614,-15.155749314781847
1.615,-15.159820851811583
1.616,-15.163892388841319
1.617,-15.167963925871055
1.618,-15.17203546290079
1.619,-15.176106999930527
1.62,-15.180178536960263
1.621,-15.184250073989999
1.622,-15.188321611019735
1.623,-15.19239314804947
1.624,-15.196464685079206
1.625,-15.200536222108942
1.6260000000000001,-15.204607759138678
1.627,-15.208679296168414
1.6280000000000001,-15.21275083319815
1.629,-15.216822370227886
1.6300000000000001,-15.220893907257622
1.631,-15.224965444287358
1.6320000000000001,-15.229036981317094
1.633,-15.23310851834683
1.6340000000000001,-15.237180055376566
1.635,-15.241251592406302
1.6360000000000001,-15.245323129436038
1.637,-15.249394666465774
1.6380000000000001,-15.25346620349551
1.639,-15.257537740525246
1.6400000000000001,-15.261609277554982
1.641,-15.265680814584718
1.6420000000000001,-15.269752351614454
1.643,-15.27382388864419
1.6440000000000001,-15.277895425673925
1.645,-15.281966962703661
1.6460000000000001,-15.286038499733397
1.647,-15.290110036763133
1.6480000000000001,-15.29418157379287
1.649,-15.298253110822605
1.6500000000000001,-15.302324647852341
1.651,-15.306396184882077
1.6520000000000001,-15.310467721911813
1.653,-15.314539258941549
1.6540000000000001,-15.318610795971285
1.655,-15.322682333001021
1.6560000000000001,-15.326753870030757
1.657,-15.330825407060493
1.6580000000000001,-15.334896944090229
1.659,-15.338968481119965
1.6600000000000001,-15.3430400181497
1.661,-15.347111555179437
1.6620000000000001,-15.351183092209173
1.663,-15.355254629238908
1.6640000000000001,-15.359326166268644
1.665,-15.36339770329838
1.666,-15.367469240328116
1.667,-15.371540777357852
1.668,-15.375612314387588
1.669,-15.379683851417324
1.67,-15.38375538844706
1.671,-15.387826925476796
1.672,-15.391898462506532
1.673,-15.395969999536268
1.674,-15.400041536566004
1.675,-15.40411307359574
1.676,-15.408184610625476
1.677,-15.412256147655212
1.678,-15.416327684684948
1.679,-15.420399221714684
1.68,-15.42447075874442
1.681,-15.428542295774156
1.682,-15.432613832803892
1.683,-15.436685369833627
1.684,-15.440756906863363
1.685,-15.4448284438931
1.686,-15.448899980922835
1.687,-15.452971517952571
1.688,-15.457043054982307
1.689,-15.461114592012043
1.69,-15.46518612904178
1.691,-15.469257666071515
1.692,-15.473329203101251
1.693,-15.477400740130987
1.694,-15.481472277160723
1.695,-15.485543814190459
1.696,-15.489615351220195
1.697,-15.49368688824993
1.698,-15.497758425279667
1.699,-15.501829962309403
1.7,-15.505901499339139
1.701,-15.509973036368875
1.702,-15.51404457339861
1.703,-15.518116110428346
1.704,-15.522187647458082
1.705,-15.526259184487818
1.706,-15.530330721517554
1.707,-15.53440225854729
1.708,-15.538473795577026
1.709,-15.542545332606762
1.71,-15.546616869636498
1.711,-15.550688406666234
1.712,-15.55475994369597
1.713,-15.558831480725706
1.714,-15.562903017755442
1.715,-15.566974554785178
1.716,-15.571046091814914
1.717,-15.57511762884465
1.718,-15.579189165874386
1.719,-15.583260702904122
1.72,-15.587332239933858
1.721,-15.591403776963594
1.722,-15.59547531399333
1.723,-15.599546851023065
1.724,-15.603618388052801
1.725,-15.607689925082537
1.726,-15.611761462112273
1.727,-15.61583299914201
1.728,-15.619904536171745
1.729,-15.623976073201481
1.73,-15.628047610231217
1.731,-15.632119147260953
1.732,-15.636190684290689
1.733,-15.640262221320425
1.734,-15.644333758350161
1.735,-15.648405295379897
1.736,-15.652476832409633
1.737,-15.656548369439369
1.738,-15.660619906469105
1.739,-15.66469144349884
1.74,-15.668762980528577
1.741,-15.672834517558313
1.742,-15.676906054588049
1.743,-15.680977591617784
1.744,-15.68504912864752
1.745,-15.689120665677256
1.746,-15.693192202706992
1.747,-15.697263739736728
1.748,-15.701335276766464
1.749,-15.7054068137962
1.75,-15.709478350825936
1.7510000000000001,-15.713549887855672
1.752,-15.717621424885408
1.7530000000000001,-15.721692961915144
1.754,-15.72576449894488
1.7550000000000001,-15.729836035974616
1.756,-15.733907573004352
1.7570000000000001,-15.737979110034088
1.758,-15.742050647063824
1.7590000000000001,-15.74612218409356
1.76,-15.750193721123296
1.7610000000000001,-15.754265258153032
1.762,-15.758336795182768
1.7630000000000001,-15.762408332212503
1.764,-15.76647986924224
1.7650000000000001,-15.770551406271975
1.766,-15.774622943301711
1.7670000000000001,-15.778694480331447
1.768,-15.782766017361183
1.7690000000000001,-15.78683755439092
1.77,-15.790909091420655
1.7710000000000001,-15.794980628450391
1.772,-15.799052165480127
1.7730000000000001,-15.803123702509863
1.774,-15.807195239539599
1.7750000000000001,-15.811266776569335
1.776,-15.81533831359907
1.7770000000000001,-15.819409850628807
1.778,-15.823481387658543
1.7790000000000001,-15.827552924688279
1.78,-15.831624461718015
1.7810000000000001,-15.83569599874775
1.782,-15.839767535777487
1.7830000000000001,-15.843839072807222
1.784,-15.847910609836958
1.7850000000000001,-15.851982146866694
1.786,-15.85605368389643
1.7870000000000001,-15.860125220926166
1.788,-15.864196757955902
1.7890000000000001,-15.868268294985638
1.79,-15.872339832015374
1.7910000000000001,-15.87641136904511
1.792,-15.880482906074846
1.793,-15.884554443104582
1.794,-15.888625980134318
1.795,-15.892697517164054
1.796,-15.89676905419379
1.797,-15.900840591223526
1.798,-15.904912128253262
1.799,-15.908983665282998
1.8,-15.913055202312734
1.801,-15.91712673934247
1.802,-15.921198276372206
1.803,-15.925269813401941
1.804,-15.929341350431677
1.805,-15.933412887461413
1.806,-15.93748442449115
1.807,-15.941555961520885
1.808,-15.945627498550621
1.809,-15.949699035580357
1.81,-15.953770572610093
1.811,-15.957842109639829
1.812,-15.961913646669565
1.813,-15.965985183699301
1.814,-15.970056720729037
1.815,-15.974128257758773
1.816,-15.978199794788509
1.817,-15.982271331818245
1.818,-15.98634286884798
1.819,-15.990414405877717
1.82,-15.994485942907453
1.821,-15.998557479937189
1.822,-16.002629016966925
1.823,-16.00670055399666
1.824,-16.010772091026393
1.825,-16.014843628056127
1.826,-16.01891516508586
1.827,-16.022986702115595
1.828,-16.02705823914533
1.829,-16.031129776175064
1.83,-16.035201313204798
1.831,-16.039272850234532
1.832,-16.043344387264266
1.833,-16.047415924294
1.834,-16.051487461323735
1.835,-16.05555899835347
1.836,-16.059630535383203
1.837,-16.063702072412937
1.838,-16.06777360944267
1.839,-16.071845146472405
1.84,-16.07591668350214
1.841,-16.079988220531874
1.842,-16.084059757561608
1.843,-16.088131294591342
1.844,-16.092202831621076
1.845,-16.09627436865081
1.846,-16.100345905680545
1.847,-16.10441744271028
1.848,-16.108488979740013
1.849,-16.112560516769747
1.85,-16.11663205379948
1.851,-16.120703590829216
1.852,-16.12477512785895
1.853,-16.128846664888684
1.854,-16.132918201918418
